name,city,country,iata,icao,latitude,longitude,altitude,timezone
Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,BTJ,WITT,5.52287202401,95.4206371307,65,N
Kluang Airport,Kluang,Malaysia,\N,WMAP,2.04138994217,103.306999207,150,N
Sultan Abdul Halim Airport,Alor Setar,Malaysia,AOR,WMKA,6.18967008590698,100.398002624512,15,N
Butterworth Airport,Butterworth,Malaysia,BWH,WMKB,5.46591997146606,100.390998840332,11,N
Sultan Ismail Petra Airport,Kota Bahru,Malaysia,KBR,WMKC,6.16685009002686,102.292999267578,16,N
Kuantan Airport,Kuantan,Malaysia,KUA,WMKD,3.77538990974426,103.208999633789,58,N
Kerteh Airport,Kerteh,Malaysia,KTE,WMKE,4.5372200012207,103.427001953125,18,N
Simpang Airport,Simpang,Malaysia,\N,WMKF,3.11225008964539,101.703002929688,111,N
Sultan Azlan Shah Airport,Ipoh,Malaysia,IPH,WMKI,4.56796979904175,101.092002868652,130,N
Senai International Airport,Johor Bahru,Malaysia,JHB,WMKJ,1.64131,103.669998,135,N
Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK,2.745579957962,101.70999908447,69,N
Langkawi International Airport,Langkawi,Malaysia,LGK,WMKL,6.32973003387451,99.7286987304688,29,N
Malacca Airport,Malacca,Malaysia,MKZ,WMKM,2.2633600235,102.251998901,35,N
Sultan Mahmud Airport,Kuala Terengganu,Malaysia,TGG,WMKN,5.38263988494873,103.102996826172,21,N
Penang International Airport,Penang,Malaysia,PEN,WMKP,5.29714012145996,100.277000427246,11,N
Suai Airport,Suai,East Timor,UAI,WPDB,-9.30331039428711,125.287002563477,96,U
Presidente Nicolau Lobato International Airport,Dili,East Timor,DIL,WPDL,-8.54640007019,125.526000977,154,U
Cakung Airport,Baucau,East Timor,BCH,WPEC,-8.48902988434,126.401000977,1771,U
Sembawang Air Base,Sembawang,Singapore,\N,WSAG,1.42525994777679,103.813003540039,86,N
Paya Lebar Air Base,Paya Lebar,Singapore,QPG,WSAP,1.3604199886322,103.910003662109,65,N
Tengah Air Base,Tengah,Singapore,TGA,WSAT,1.38725996017,103.708999634,50,N
Seletar Airport,Singapore,Singapore,XSP,WSSL,1.4169499874115,103.86799621582,36,N
Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22,N
Brisbane Archerfield Airport,Brisbane,Australia,ACF,YBAF,-27.5702991486,153.007995605,63,O
Northern Peninsula Airport,Amberley,Australia,ABM,YBAM,-10.9508,142.459,34,O
Alice Springs Airport,Alice Springs,Australia,ASP,YBAS,-23.8066997528076,133.901992797852,1789,N
Brisbane International Airport,Brisbane,Australia,BNE,YBBN,-27.3841991424561,153.117004394531,13,N
Gold Coast Airport,Coolangatta,Australia,OOL,YBCG,-28.1644001007,153.505004883,21,N
Cairns International Airport,Cairns,Australia,CNS,YBCS,-16.885799408,145.755004883,10,N
Charleville Airport,Charlieville,Australia,CTL,YBCV,-26.4132995605,146.261993408,1003,O
Mount Isa Airport,Mount Isa,Australia,ISA,YBMA,-20.6639003754,139.488998413,1121,O
Sunshine Coast Airport,Maroochydore,Australia,MCY,YBMC,-26.6033,153.091003,15,O
Mackay Airport,Mackay,Australia,MKY,YBMK,-21.1716995239,149.179992676,19,O
Proserpine Whitsunday Coast Airport,Prosserpine,Australia,PPP,YBPN,-20.4950008392,148.552001953,82,O
Rockhampton Airport,Rockhampton,Australia,ROK,YBRK,-23.3819007874,150.475006104,34,O
Townsville Airport,Townsville,Australia,TSV,YBTL,-19.2525005340576,146.764999389648,18,N
Weipa Airport,Weipa,Australia,WEI,YBWP,-12.6786003113,141.925003052,63,O
Avalon Airport,Avalon,Australia,AVV,YMAV,-38.039398,144.468994,35,O
Albury Airport,Albury,Australia,ABX,YMAY,-36.067798614502,146.957992553711,539,O
Melbourne Essendon Airport,Melbourne,Australia,MEB,YMEN,-37.7281,144.901993,282,O
RAAF Base East Sale,East Sale,Australia,\N,YMES,-38.0988998413,147.149002075,23,O
Hobart International Airport,Hobart,Australia,HBA,YMHB,-42.836101532,147.509994507,13,O
Launceston Airport,Launceston,Australia,LST,YMLT,-41.54529953,147.214004517,562,O
Melbourne Moorabbin Airport,Melbourne,Australia,MBW,YMMB,-37.9757995605469,145.102005004883,50,O
Melbourne International Airport,Melbourne,Australia,MEL,YMML,-37.673302,144.843002,434,O
"RAAF Williams, Point Cook Base",Point Cook,Australia,\N,YMPC,-37.932201,144.753006,14,O
Adelaide International Airport,Adelaide,Australia,ADL,YPAD,-34.945,138.531006,20,O
RAAF Base Edinburgh,Edinburgh,Australia,\N,YPED,-34.7024993896484,138.621002197266,67,O
Perth Jandakot Airport,Perth,Australia,JAD,YPJT,-32.0974998474121,115.880996704102,99,O
Karratha Airport,Karratha,Australia,KTA,YPKA,-20.7122001648,116.773002625,29,O
Kalgoorlie Boulder Airport,Kalgoorlie,Australia,KGI,YPKG,-30.7894001007,121.461997986,1203,O
Kununurra Airport,Kununurra,Australia,KNX,YPKU,-15.7781000137,128.707992554,145,O
Learmonth Airport,Learmonth,Australia,LEA,YPLM,-22.2355995178,114.088996887,19,O
Port Hedland International Airport,Port Hedland,Australia,PHE,YPPD,-20.3777999878,118.625999451,33,O
Adelaide Parafield Airport,Adelaide,Australia,\N,YPPF,-34.7933006287,138.632995605,57,O
Perth International Airport,Perth,Australia,PER,YPPH,-31.940299987793,115.967002868652,67,N
Woomera Airfield,Woomera,Australia,UMR,YPWR,-31.1441993713379,136.817001342773,548,O
Christmas Island Airport,Christmas Island,Christmas Island,XCH,YPXM,-10.4505996704102,105.690002441406,916,U
Sydney Bankstown Airport,Sydney,Australia,BWU,YSBK,-33.9244003295898,150.988006591797,29,O
Canberra International Airport,Canberra,Australia,CBR,YSCB,-35.3069000244141,149.195007324219,1886,O
Coffs Harbour Airport,Coff's Harbour,Australia,CFS,YSCH,-30.3206005096,153.115997314,18,O
Camden Airport,Camden,Australia,CDU,YSCN,-34.0402984619141,150.686996459961,230,O
Dubbo City Regional Airport,Dubbo,Australia,DBO,YSDU,-32.2167015076,148.574996948,935,O
Norfolk Island International Airport,Norfolk Island,Norfolk Island,NLK,YSNF,-29.0415992736816,167.938995361328,371,U
RAAF Base Richmond,Richmond,Australia,XRH,YSRI,-33.600601,150.781006,67,O
Sydney Kingsford Smith International Airport,Sydney,Australia,SYD,YSSY,-33.9460983276367,151.177001953125,21,O
Tamworth Airport,Tamworth,Australia,TMW,YSTW,-31.0839004517,150.847000122,1334,O
Wagga Wagga City Airport,Wagga Wagga,Australia,WGA,YSWG,-35.1652984619,147.466003418,724,O
Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.0801010131836,116.584999084473,116,U
Dongshan Airport,Hailar,China,HLD,ZBLA,49.2050018311,119.824996948,2169,U
Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.1244010925,117.346000671,10,U
Taiyuan Wusu Airport,Taiyuan,China,TYN,ZBYN,37.746898651123,112.627998352051,2575,U
Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.3924007415771,113.299003601074,50,U
Changsha Huanghua International Airport,Changcha,China,CSX,ZGHA,28.1891994476,113.220001221,217,U
Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.2180995941162,110.039001464844,570,U
Nanning Wuxu Airport,Nanning,China,NNG,ZGNN,22.6082992553711,108.171997070313,421,U
Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.6392993927002,113.810997009277,13,U
Zhengzhou Xinzheng International Airport,Zhengzhou,China,CGO,ZHCC,34.5196990967,113.841003418,495,U
Wuhan Tianhe International Airport,Wuhan,China,WUH,ZHHH,30.7838,114.208,113,U
Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,ZKPY,39.224098,125.669998,117,U
Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.5152015686,103.620002747,6388,U
Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,34.447102,108.751999,1572,U
Chinggis Khaan International Airport,Ulan Bator,Mongolia,ULN,ZMUB,47.843102,106.766998,4364,U
Xishuangbanna Gasa Airport,Jinghonggasa,China,JHG,ZPJH,21.9738998413086,100.76000213623,1815,U
Kunming Changshui International Airport,Kunming,China,KMG,ZPPP,25.1019444,102.9291667,6903,N
Xiamen Gaoqi International Airport,Xiamen,China,XMN,ZSAM,24.5440006256104,118.127998352051,59,U
Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,28.8649997711182,115.900001525879,143,U
Fuzhou Changle International Airport,Fuzhou,China,FOC,ZSFZ,25.9351005554199,119.66300201416,46,U
Hangzhou Xiaoshan International Airport,Hangzhou,China,HGH,ZSHC,30.2294998168945,120.43399810791,23,U
Ningbo Lishe International Airport,Ninbo,China,NGB,ZSNB,29.8267002105713,121.46199798584,13,U
Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,31.742000579834,118.861999511719,49,U
Hefei Luogang International Airport,Hefei,China,HFE,ZSOF,31.7800006866455,117.297996520996,108,U
Liuting Airport,Qingdao,China,TAO,ZSQD,36.2661018372,120.374000549,33,U
Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,31.1979007720947,121.335998535156,10,U
Yantai Laishan Airport,Yantai,China,YNT,ZSYT,37.4016990661621,121.372001647949,59,U
Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,29.7192001342773,106.641998291016,1365,U
Longdongbao Airport,Guiyang,China,KWE,ZUGY,26.5384998321533,106.801002502441,3736,U
Chengdu Shuangliu International Airport,Chengdu,China,CTU,ZUUU,30.5785007476807,103.946998596191,1625,U
Xichang Qingshan Airport,Xichang,China,XIC,ZUXC,27.9890995025635,102.18399810791,5112,U
Kashgar Airport,Kashi,China,KHG,ZWSH,39.5429000854,76.0199966431,4529,U
Hotan Airport,Hotan,China,HTN,ZWTN,37.038501739502,79.8648986816406,4672,U
Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.9071006774902,87.4741973876953,2125,U
Taiping Airport,Harbin,China,HRB,ZYHB,45.6234016418457,126.25,457,U
Mudanjiang Hailang International Airport,Mudanjiang,China,MDG,ZYMD,44.5241012573,129.569000244,883,U
Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.9656982421875,121.539001464844,107,U
Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.1434001922607,121.805000305176,13,U
Pulau Tioman Airport,Tioman,Malaysia,TOD,WMBT,2.81818008422852,104.160003662109,15,N
Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,3.13057994842529,101.549003601074,90,N
Noto Airport,Wajima,Japan,NTQ,RJNW,37.2930984497,136.962005615,718,U
Borg El Arab International Airport,Alexandria,Egypt,HBE,HEBA,30.9176998138428,29.6963996887207,177,U
Barter Island LRRS Airport,Barter Island,United States,BTI,PABA,70.1340026855,-143.582000732,2,A
Wainwright Air Station,Fort Wainwright,United States,\N,PAWT,70.61340332,-159.8600006,35,A
Cape Lisburne LRRS Airport,Cape Lisburne,United States,LUR,PALU,68.87509918,-166.1100006,16,A
Point Lay LRRS Airport,Point Lay,United States,PIZ,PPIZ,69.73290253,-163.0050049,22,A
Hilo International Airport,Hilo,United States,ITO,PHTO,19.721399307251,-155.048004150391,38,N
Orlando Executive Airport,Orlando,United States,ORL,KORL,28.5455,-81.332901,113,A
Bettles Airport,Bettles,United States,BTT,PABT,66.91390228,-151.529007,647,A
Clear Airport,Clear Mews,United States,\N,PACL,64.301201,-149.119995,552,A
Indian Mountain LRRS Airport,Indian Mountains,United States,UTO,PAIM,65.99279785,-153.7039948,1273,A
Fort Yukon Airport,Fort Yukon,United States,FYU,PFYU,66.5715026855469,-145.25,433,A
Sparrevohn LRRS Airport,Sparrevohn,United States,SVW,PASV,61.09740067,-155.5740051,1585,A
Bryant Army Heliport,Fort Richardson,United States,FRN,PAFR,61.26639938,-149.6529999,378,A
Tatalina LRRS Airport,Tatalina,United States,TLJ,PATL,62.8944015503,-155.977005005,964,A
Cape Romanzof LRRS Airport,Cape Romanzof,United States,CZF,PACZ,61.78030014,-166.0390015,464,A
Laurence G Hanscom Field,Bedford,United States,BED,KBED,42.47000122,-71.28900146,133,A
St Paul Island Airport,St. Paul Island,United States,SNP,PASN,57.1673011779785,-170.220001220703,63,A
Cape Newenham LRRS Airport,Cape Newenham,United States,EHM,PAEH,58.6464004517,-162.06300354,541,A
St George Airport,Point Barrow,United States,STG,PAPB,56.5783004761,-169.662002563,125,A
Iliamna Airport,Iliamna,United States,ILI,PAIL,59.75439835,-154.9109955,192,A
Platinum Airport,Port Moller,United States,PTU,PAPM,59.0113983154297,-161.820007324219,15,A
Big Mountain Airport,Big Mountain,United States,BMX,PABM,59.3611984253,-155.259002686,663,A
Oscoda Wurtsmith Airport,Oscoda,United States,OSC,KOSC,44.451599,-83.394096,633,A
Marina Municipal Airport,Fort Ord,United States,OAR,KOAR,36.68190002,-121.762001,137,A
Sacramento Mather Airport,Sacramento,United States,MHR,KMHR,38.55390167,-121.2979965,98,A
Bicycle Lake Army Air Field,Fort Irwin,United States,BYS,KBYS,35.2804985046,-116.629997253,2350,A
Twentynine Palms (Self) Airport,Twenty Nine Palms,United States,\N,KNXP,34.2961998,-116.1620026,2051,A
Fort Smith Regional Airport,Fort Smith,United States,FSM,KFSM,35.3366012573242,-94.3674011230469,469,A
Merrill Field,Anchorage,United States,MRI,PAMR,61.2135009765625,-149.843994140625,137,A
Grants-Milan Municipal Airport,Grants,United States,GNT,KGNT,35.167301178,-107.902000427,6537,A
Ponca City Regional Airport,Ponca City,United States,PNC,KPNC,36.73199844,-97.09980011,1008,A
Hunter Army Air Field,Hunter Aaf,United States,SVN,KSVN,32.00999832,-81.14569855,41,A
Grand Forks International Airport,Grand Forks,United States,GFK,KGFK,47.949299,-97.176102,845,A
"Pine Bluff Regional Airport, Grider Field",Pine Bluff,United States,PBF,KPBF,34.1731,-91.9356,206,A
Whiting Field Naval Air Station - North,Milton,United States,NSE,KNSE,30.7241993,-87.02189636,199,A
Hana Airport,Hana,United States,HNM,PHHN,20.7956008911133,-156.014007568359,78,A
Ernest A. Love Field,Prescott,United States,PRC,KPRC,34.65449905,-112.4199982,5045,A
Trenton Mercer Airport,Trenton,United States,TTN,KTTN,40.2766990661621,-74.8134994506836,213,A
General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325,20,A
Travis Air Force Base,Fairfield,United States,SUU,KSUU,38.262699127197,-121.92700195312,62,A
Griffiss International Airport,Rome,United States,RME,KRME,43.23379898,-75.40699768,504,A
Wendover Airport,Wendover,United States,ENV,KENV,40.7187004089,-114.03099823,4237,A
Mobile Downtown Airport,Mobile,United States,BFM,KBFM,30.6268005371,-88.0680999756,26,A
Metropolitan Oakland International Airport,Oakland,United States,OAK,KOAK,37.721298,-122.221001,9,A
Eppley Airfield,Omaha,United States,OMA,KOMA,41.3032,-95.894096,984,A
Port Angeles Cgas Airport,Port Angeles,United States,\N,KNOW,48.1414985656738,-123.414001464844,13,A
Kahului Airport,Kahului,United States,OGG,PHOG,20.8986,-156.429993,54,N
Wichita Eisenhower National Airport,Wichita,United States,ICT,KICT,37.649899,-97.433098,1333,A
Kansas City International Airport,Kansas City,United States,MCI,KMCI,39.2976,-94.713898,1026,A
Dane County Regional Truax Field,Madison,United States,MSN,KMSN,43.1399002075195,-89.3375015258789,887,A
Dillingham Airport,Dillingham,United States,DLG,PADL,59.04470062,-158.5050049,81,A
Boone County Airport,Harrison,United States,HRO,KHRO,36.2615013122559,-93.1547012329102,1365,A
Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.4342994689941,-112.012001037598,1135,N
Bangor International Airport,Bangor,United States,BGR,KBGR,44.8073997497559,-68.8281021118164,192,A
Fort Lauderdale Executive Airport,Fort Lauderdale,United States,FXE,KFXE,26.1972999573,-80.1707000732,13,A
East Texas Regional Airport,Longview,United States,GGG,KGGG,32.3839988708496,-94.7115020751953,365,A
Anderson Regional Airport,Andersen,United States,AND,KAND,34.4945983887,-82.7093963623,782,A
Spokane International Airport,Spokane,United States,GEG,KGEG,47.6198997497559,-117.533996582031,2376,A
North Perry Airport,Hollywood,United States,HWO,KHWO,26.0012,-80.2407,8,A
San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.6189994812012,-122.375,13,A
Cut Bank International Airport,Cutbank,United States,CTB,KCTB,48.6083984375,-112.375999451,3854,A
Acadiana Regional Airport,Louisiana,United States,ARA,KARA,30.0378,-91.883904,24,A
Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.6900997162,-82.2717971802,152,A
Memphis International Airport,Memphis,United States,MEM,KMEM,35.0424003601074,-89.9766998291016,341,A
Bisbee Douglas International Airport,Douglas,United States,DUG,KDUG,31.4689998627,-109.603996277,4154,A
Allen Army Airfield,Delta Junction,United States,BIG,PABI,63.9944992065,-145.722000122,1291,A
TSTC Waco Airport,Waco,United States,CNW,KCNW,31.6378002167,-97.0740966797,470,A
Annette Island Airport,Annette Island,United States,ANN,PANT,55.0424003601074,-131.572006225586,119,A
Caribou Municipal Airport,Caribou,United States,CAR,KCAR,46.8714981079,-68.0178985596,626,A
Little Rock Air Force Base,Jacksonville,United States,LRF,KLRF,34.9169006348,-92.1496963501,311,A
Redstone Army Air Field,Redstone,United States,HUA,KHUA,34.67869949,-86.68479919,684,A
Pope Field,Fort Bragg,United States,POB,KPOB,35.1708984375,-79.014503479004,217,A
Dalhart Municipal Airport,Dalhart,United States,DHT,KDHT,36.0225982666,-102.54699707,3991,A
DLF Airport,Del Rio,United States,DLF,KDLF,29.359501,-100.778002,1082,A
Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94250107,-118.4079971,125,A
Anniston Regional Airport,Anniston,United States,ANB,KANB,33.5882,-85.8581,612,A
Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.4117012024,-81.8498001099,791,A
Dover Air Force Base,Dover,United States,DOV,KDOV,39.12950134,-75.46600342,24,A
Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,39.0488014221,-84.6678009033,896,A
Tipton Airport,Fort Meade,United States,FME,KFME,39.0853996277,-76.7593994141,150,A
China Lake Naws (Armitage Field) Airport,China Lake,United States,\N,KNID,35.6853981,-117.6920013,2283,A
Huron Regional Airport,Huron,United States,HON,KHON,44.3852005004883,-98.2285003662109,1289,A
Juneau International Airport,Juneau,United States,JNU,PAJN,58.3549995422363,-134.57600402832,21,A
Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.20529938,-91.98760223,42,A
Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.6925010681152,-74.168701171875,18,A
Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,43.5644,-116.223,2871,A
Creech Air Force Base,Indian Springs,United States,INS,KINS,36.5872001648,-115.672996521,3133,A
Garden City Regional Airport,Garden City,United States,GCK,KGCK,37.9275016785,-100.723999023,2891,A
Minot International Airport,Minot,United States,MOT,KMOT,48.2593994140625,-101.279998779297,1716,A
Wheeler Army Airfield,Wahiawa,United States,HHI,PHHI,21.48349953,-158.0399933,837,A
Maxwell Air Force Base,Montgomery,United States,MXF,KMXF,32.3829,-86.365799,171,A
Robinson Army Air Field,Robinson,United States,\N,KRBM,34.85010147,-92.30020142,587,A
Dallas Love Field,Dallas,United States,DAL,KDAL,32.847099,-96.851799,487,A
Butts AAF (Fort Carson) Air Field,Fort Carson,United States,FCS,KFCS,38.67839813,-104.7570038,5838,A
Helena Regional Airport,Helena,United States,HLN,KHLN,46.6068000793457,-111.983001708984,3877,A
Miramar Marine Corps Air Station - Mitscher Field,Miramar,United States,NKX,KNKX,32.86840057,-117.1429977,477,A
Luke Air Force Base,Phoenix,United States,LUF,KLUF,33.5349998474,-112.383003235,1085,A
Hurlburt Field,Mary Esther,United States,\N,KHRT,30.4277992248535,-86.6893005371094,38,A
Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,United States,HHR,KHHR,33.922798,-118.334999,66,A
Houlton International Airport,Houlton,United States,HUL,KHUL,46.1231002808,-67.792098999,489,A
Vance Air Force Base,Enid,United States,END,KEND,36.3391990662,-97.9164962769,1307,A
Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,NTD,KNTD,34.120300293,-119.121002197,13,A
Edwards Air Force Base,Edwards Afb,United States,EDW,KEDW,34.905399,-117.884003,2312,A
Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.1261005401611,-93.2232971191406,15,A
Ellison Onizuka Kona International At Keahole Airport,Kona,United States,KOA,PHKO,19.738783,-156.045603,47,N
Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.6796989441,-78.9282989502,25,A
Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,NLC,KNLC,36.33300018,-119.9520035,232,A
Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,41.25310135,-70.06020355,47,A
Felker Army Air Field,Fort Eustis,United States,FAF,KFAF,37.1324996948,-76.6088027954,12,A
Campbell AAF (Fort Campbell) Air Field,Hopkinsville,United States,HOP,KHOP,36.668598175,-87.4962005615,573,A
Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.8521,-77.037697,15,A
Patuxent River Naval Air Station (Trapnell Field),Patuxent River,United States,NHK,KNHK,38.285999,-76.411797,39,A
Palacios Municipal Airport,Palacios,United States,PSX,KPSX,28.727500915527,-96.250999450684,14,A
Arkansas International Airport,Blytheville,United States,BYH,KBYH,35.9642982483,-89.9440002441,254,A
Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.4575996398926,-74.5772018432617,75,A
Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,35.414699554443,-97.386596679688,1291,A
Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,United States,ECG,KECG,36.26060104,-76.17459869,12,A
Pueblo Memorial Airport,Pueblo,United States,PUB,KPUB,38.2891006469727,-104.497001647949,4726,A
Northern Maine Regional Airport at Presque Isle,Presque Isle,United States,PQI,KPQI,46.68899918,-68.0447998,534,A
Gray Army Air Field,Fort Lewis,United States,GRF,KGRF,47.07920074,-122.5810013,300,A
Kodiak Airport,Kodiak,United States,ADQ,PADQ,57.75,-152.4940033,78,A
Upolu Airport,Opolu,United States,UPP,PHUP,20.2653007507324,-155.860000610352,96,A
Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,9,A
Muskogee-Davis Regional Airport,Muskogee,United States,\N,KMKO,35.656502,-95.366699,611,A
Falls International Airport,International Falls,United States,INL,KINL,48.5662002563477,-93.4030990600586,1185,A
Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,40.7883987426758,-111.977996826172,4227,A
Childress Municipal Airport,Childress,United States,CDS,KCDS,34.4337997437,-100.288002014,1954,A
Keesler Air Force Base,Biloxi,United States,BIX,KBIX,30.4104003906,-88.9244003296,33,A
Lawson Army Air Field (Fort Benning),Fort Benning,United States,LSF,KLSF,32.3372993469,-84.9913024902,232,A
Kingsville Naval Air Station,Kingsville,United States,NQI,KNQI,27.5072002411,-97.8097000122,50,A
Marshall Army Air Field,Fort Riley,United States,FRI,KFRI,39.05530167,-96.76450348,1065,A
Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.1935005188,-76.7633972168,310,A
Lincoln Airport,Lincoln,United States,LNK,KLNK,40.851001739502,-96.7592010498047,1219,A
Capital City Airport,Lansing,United States,LAN,KLAN,42.7787017822266,-84.58740234375,861,A
Waimea Kohala Airport,Kamuela,United States,MUE,PHMU,20.0013008117676,-155.667999267578,2671,A
Massena International Richards Field,Massena,United States,MSS,KMSS,44.9357986450195,-74.8455963134766,215,A
Hickory Regional Airport,Hickory,United States,HKY,KHKY,35.74110031,-81.38950348,1190,A
Albert Whitted Airport,St. Petersburg,United States,SPG,KSPG,27.7651,-82.626999,7,A
Page Field,Fort Myers,United States,FMY,KFMY,26.58659935,-81.8632965088,17,A
George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.9843997955322,-95.3414001464844,97,A
Millinocket Municipal Airport,Millinocket,United States,\N,KMLT,45.6478004455566,-68.6856002807617,408,A
Joint Base Andrews,Camp Springs,United States,ADW,KADW,38.810799,-76.866997,280,A
Smith Reynolds Airport,Winston-salem,United States,INT,KINT,36.1337013244629,-80.2220001220703,969,A
Southern California Logistics Airport,Victorville,United States,VCV,KVCV,34.5974998474,-117.383003235,2885,A
Bob Sikes Airport,Crestview,United States,CEW,KCEW,30.778799057,-86.522102356,213,A
Wheeler Sack Army Air Field,Fort Drum,United States,\N,KGTB,44.05559921,-75.71949768,688,A
St Clair County International Airport,Port Huron,United States,PHN,KPHN,42.9109993,-82.52890015,650,A
Meadows Field,Bakersfield,United States,BFL,KBFL,35.43360138,-119.0569992,510,A
El Paso International Airport,El Paso,United States,ELP,KELP,31.80719948,-106.3779984,3959,A
Valley International Airport,Harlingen,United States,HRL,KHRL,26.2285003662109,-97.6544036865234,36,A
Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.9388008117676,-81.119499206543,236,A
Davis Monthan Air Force Base,Tucson,United States,DMA,KDMA,32.1665000916,-110.883003235,2704,A
Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,United States,NPA,KNPA,30.35269928,-87.31860352,28,A
Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.473400115967,-87.186599731445,121,A
Grand Forks Air Force Base,Red River,United States,RDR,KRDR,47.961101532,-97.4011993408,913,A
William P Hobby Airport,Houston,United States,HOU,KHOU,29.64539909,-95.27890015,46,A
Buckley Air Force Base,Buckley,United States,BFK,KBKF,39.7016983032,-104.751998901,5662,A
Northway Airport,Northway,United States,ORT,PAOR,62.9612999,-141.9290009,1715,A
"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,United States,PAQ,PAAQ,61.594898,-149.08901,242,A
Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49150085,-80.23290253,1203,A
Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,71.285402,-156.766008,44,A
Ellington Airport,Houston,United States,EFD,KEFD,29.6072998047,-95.1587982178,32,A
Whidbey Island Naval Air Station (Ault Field),Whidbey Island,United States,NUW,KNUW,48.351799,-122.655998,47,A
Alice International Airport,Alice,United States,ALI,KALI,27.7409000397,-98.0269012451,178,A
Moody Air Force Base,Valdosta,United States,VAD,KVAD,30.9678001404,-83.1930007935,233,A
Miami International Airport,Miami,United States,MIA,KMIA,25.7931995391846,-80.2906036376953,8,A
Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,433,A
Lovell Field,Chattanooga,United States,CHA,KCHA,35.0353012084961,-85.2037963867187,683,A
Igor I Sikorsky Memorial Airport,Stratford,United States,BDR,KBDR,41.163501739502,-73.1261978149414,9,A
Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN,KJAN,32.3111991882,-90.0758972168,346,A
Scholes International At Galveston Airport,Galveston,United States,GLS,KGLS,29.2653007507324,-94.8603973388672,6,A
Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,33.81769943,-118.1520004,60,A
Dillingham Airfield,Dillingham,United States,HDH,PHDH,21.5795001984,-158.197006226,14,A
Williamsport Regional Airport,Williamsport,United States,IPT,KIPT,41.2417984008789,-76.9210968017578,529,A
Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.7173,-86.294403,797,A
Whiteman Air Force Base,Knobnoster,United States,SZL,KSZL,38.73030090332,-93.547897338867,870,A
Akron Fulton International Airport,Akron,United States,AKC,KAKR,41.0374984741,-81.4669036865,1067,A
